fips,date,model_abbr,forecast_date,weekly_new_cases_0.01,weekly_new_cases_0.025,weekly_new_cases_0.05,weekly_new_cases_0.1,weekly_new_cases_0.15,weekly_new_cases_0.2,weekly_new_cases_0.25,weekly_new_cases_0.3,weekly_new_cases_0.35,weekly_new_cases_0.4,weekly_new_cases_0.45,weekly_new_cases_0.5,weekly_new_cases_0.55,weekly_new_cases_0.6,weekly_new_cases_0.65,weekly_new_cases_0.7,weekly_new_cases_0.75,weekly_new_cases_0.8,weekly_new_cases_0.85,weekly_new_cases_0.9,weekly_new_cases_0.95,weekly_new_cases_0.975,weekly_new_cases_0.99,weekly_new_deaths_0.01,weekly_new_deaths_0.025,weekly_new_deaths_0.05,weekly_new_deaths_0.1,weekly_new_deaths_0.15,weekly_new_deaths_0.2,weekly_new_deaths_0.25,weekly_new_deaths_0.3,weekly_new_deaths_0.35,weekly_new_deaths_0.4,weekly_new_deaths_0.45,weekly_new_deaths_0.5,weekly_new_deaths_0.55,weekly_new_deaths_0.6,weekly_new_deaths_0.65,weekly_new_deaths_0.7,weekly_new_deaths_0.75,weekly_new_deaths_0.8,weekly_new_deaths_0.85,weekly_new_deaths_0.9,weekly_new_deaths_0.95,weekly_new_deaths_0.975,weekly_new_deaths_0.99
01063,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,6,,,,,12,,,14,,28,,,,,,,,,,,,,,,,,,,,,,,,
01063,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,6,,,,,11,,,16,,32,,,,,,,,,,,,,,,,,,,,,,,,
01063,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,7,,,,,10,,,21,,35,,,,,,,,,,,,,,,,,,,,,,,,
01065,2020-11-09,COVIDhub-ensemble,2020-11-02,,3,,5,,,11,,,,,26,,,,,31,,,36,,55,,,,,,,,,,,,,,,,,,,,,,,,
01065,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,6,,,19,,,,,26,,,,,33,,,39,,56,,,,,,,,,,,,,,,,,,,,,,,,
01065,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,2,,,15,,,,,27,,,,,34,,,42,,50,,,,,,,,,,,,,,,,,,,,,,,,
01065,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,2,,,13,,,,,26,,,,,36,,,44,,55,,,,,,,,,,,,,,,,,,,,,,,,
01067,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,7,,,21,,,,,34,,,,,46,,,64,,100,,,,,,,,,,,,,,,,,,,,,,,,
01067,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,4,,,19,,,,,36,,,,,53,,,74,,113,,,,,,,,,,,,,,,,,,,,,,,,
01067,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,5,,,17,,,,,36,,,,,56,,,90,,122,,,,,,,,,,,,,,,,,,,,,,,,
01067,2020-11-30,COVIDhub-ensemble,2020-11-02,,1,,7,,,14,,,,,36,,,,,58,,,98,,132,,,,,,,,,,,,,,,,,,,,,,,,
01069,2020-11-09,COVIDhub-ensemble,2020-11-02,,79,,114,,,133,,,,,168,,,,,223,,,279,,510,,,,,,,,,,,,,,,,,,,,,,,,
01069,2020-11-16,COVIDhub-ensemble,2020-11-02,,48,,100,,,132,,,,,170,,,,,257,,,419,,534,,,,,,,,,,,,,,,,,,,,,,,,
01069,2020-11-23,COVIDhub-ensemble,2020-11-02,,57,,86,,,121,,,,,164,,,,,274,,,502,,626,,,,,,,,,,,,,,,,,,,,,,,,
01069,2020-11-30,COVIDhub-ensemble,2020-11-02,,17,,41,,,114,,,,,163,,,,,321,,,571,,752,,,,,,,,,,,,,,,,,,,,,,,,
01071,2020-11-09,COVIDhub-ensemble,2020-11-02,,114,,131,,,154,,,,,168,,,,,185,,,202,,224,,,,,,,,,,,,,,,,,,,,,,,,
01071,2020-11-16,COVIDhub-ensemble,2020-11-02,,87,,119,,,147,,,,,176,,,,,200,,,225,,248,,,,,,,,,,,,,,,,,,,,,,,,
01071,2020-11-23,COVIDhub-ensemble,2020-11-02,,77,,110,,,141,,,,,173,,,,,205,,,233,,268,,,,,,,,,,,,,,,,,,,,,,,,
01071,2020-11-30,COVIDhub-ensemble,2020-11-02,,64,,102,,,138,,,,,175,,,,,212,,,245,,286,,,,,,,,,,,,,,,,,,,,,,,,
01073,2020-11-09,COVIDhub-ensemble,2020-11-02,,790,,936,,,1040,,,,,1181,,,,,1306,,,1453,,1700,,,,,,,,,,,,,,,,,,,,,,,,
01073,2020-11-16,COVIDhub-ensemble,2020-11-02,,649,,810,,,962,,,,,1151,,,,,1330,,,1570,,1792,,,,,,,,,,,,,,,,,,,,,,,,
01073,2020-11-23,COVIDhub-ensemble,2020-11-02,,550,,749,,,912,,,,,1133,,,,,1385,,,1623,,1912,,,,,,,,,,,,,,,,,,,,,,,,
01073,2020-11-30,COVIDhub-ensemble,2020-11-02,,452,,686,,,854,,,,,1135,,,,,1435,,,1709,,1957,,,,,,,,,,,,,,,,,,,,,,,,
01075,2020-11-09,COVIDhub-ensemble,2020-11-02,,9,,16,,,25,,,,,39,,,,,50,,,60,,74,,,,,,,,,,,,,,,,,,,,,,,,
01075,2020-11-16,COVIDhub-ensemble,2020-11-02,,4,,18,,,28,,,,,40,,,,,54,,,65,,80,,,,,,,,,,,,,,,,,,,,,,,,
01075,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,17,,,24,,,,,40,,,,,56,,,76,,90,,,,,,,,,,,,,,,,,,,,,,,,
01075,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,12,,,26,,,,,40,,,,,57,,,78,,97,,,,,,,,,,,,,,,,,,,,,,,,
01077,2020-11-09,COVIDhub-ensemble,2020-11-02,,152,,171,,,195,,,,,237,,,,,260,,,283,,319,,,,,,,,,,,,,,,,,,,,,,,,
01077,2020-11-16,COVIDhub-ensemble,2020-11-02,,97,,122,,,187,,,,,243,,,,,273,,,316,,363,,,,,,,,,,,,,,,,,,,,,,,,
01077,2020-11-23,COVIDhub-ensemble,2020-11-02,,72,,112,,,176,,,,,246,,,,,285,,,341,,398,,,,,,,,,,,,,,,,,,,,,,,,
01077,2020-11-30,COVIDhub-ensemble,2020-11-02,,54,,116,,,183,,,,,244,,,,,283,,,350,,428,,,,,,,,,,,,,,,,,,,,,,,,
01079,2020-11-09,COVIDhub-ensemble,2020-11-02,,31,,52,,,60,,,,,76,,,,,83,,,89,,99,,,,,,,,,,,,,,,,,,,,,,,,
01079,2020-11-16,COVIDhub-ensemble,2020-11-02,,20,,41,,,56,,,,,72,,,,,81,,,92,,105,,,,,,,,,,,,,,,,,,,,,,,,
01079,2020-11-23,COVIDhub-ensemble,2020-11-02,,16,,32,,,53,,,,,71,,,,,86,,,98,,116,,,,,,,,,,,,,,,,,,,,,,,,
01079,2020-11-30,COVIDhub-ensemble,2020-11-02,,14,,31,,,50,,,,,75,,,,,92,,,104,,121,,,,,,,,,,,,,,,,,,,,,,,,
01081,2020-11-09,COVIDhub-ensemble,2020-11-02,,86,,109,,,135,,,,,172,,,,,209,,,273,,339,,,,,,,,,,,,,,,,,,,,,,,,
01081,2020-11-16,COVIDhub-ensemble,2020-11-02,,50,,97,,,115,,,,,167,,,,,241,,,292,,362,,,,,,,,,,,,,,,,,,,,,,,,
01081,2020-11-23,COVIDhub-ensemble,2020-11-02,,35,,77,,,109,,,,,172,,,,,247,,,309,,379,,,,,,,,,,,,,,,,,,,,,,,,
01081,2020-11-30,COVIDhub-ensemble,2020-11-02,,27,,63,,,100,,,,,176,,,,,255,,,332,,407,,,,,,,,,,,,,,,,,,,,,,,,
01083,2020-11-09,COVIDhub-ensemble,2020-11-02,,112,,148,,,169,,,,,189,,,,,234,,,245,,270,,,,,,,,,,,,,,,,,,,,,,,,
01083,2020-11-16,COVIDhub-ensemble,2020-11-02,,61,,106,,,124,,,,,179,,,,,215,,,252,,297,,,,,,,,,,,,,,,,,,,,,,,,
01083,2020-11-23,COVIDhub-ensemble,2020-11-02,,52,,88,,,116,,,,,177,,,,,219,,,267,,317,,,,,,,,,,,,,,,,,,,,,,,,
01083,2020-11-30,COVIDhub-ensemble,2020-11-02,,47,,100,,,132,,,,,183,,,,,224,,,267,,315,,,,,,,,,,,,,,,,,,,,,,,,
01085,2020-11-09,COVIDhub-ensemble,2020-11-02,,2,,3,,,8,,,,,12,,,,,16,,,17,,25,,,,,,,,,,,,,,,,,,,,,,,,
01085,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,6,,,,,14,,,,,20,,,24,,30,,,,,,,,,,,,,,,,,,,,,,,,
01085,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,13,,,,,21,,,28,,36,,,,,,,,,,,,,,,,,,,,,,,,
01085,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,13,,,,,22,,,28,,36,,,,,,,,,,,,,,,,,,,,,,,,
01087,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,8,,,11,,,,,22,,,,,31,,,38,,50,,,,,,,,,,,,,,,,,,,,,,,,
01087,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,10,,,,,19,,,,,33,,,44,,60,,,,,,,,,,,,,,,,,,,,,,,,
01087,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,2,,,11,,,,,15,,,,,19,,,27,,49,,,,,,,,,,,,,,,,,,,,,,,,
01087,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,8,,,,,21,,,,,40,,,56,,79,,,,,,,,,,,,,,,,,,,,,,,,
01089,2020-11-09,COVIDhub-ensemble,2020-11-02,,251,,300,,,356,,,,,416,,,,,481,,,575,,716,,,,,,,,,,,,,,,,,,,,,,,,
01089,2020-11-16,COVIDhub-ensemble,2020-11-02,,185,,258,,,303,,,,,428,,,,,556,,,664,,824,,,,,,,,,,,,,,,,,,,,,,,,
01089,2020-11-23,COVIDhub-ensemble,2020-11-02,,148,,238,,,306,,,,,420,,,,,553,,,628,,774,,,,,,,,,,,,,,,,,,,,,,,,
01089,2020-11-30,COVIDhub-ensemble,2020-11-02,,118,,209,,,269,,,,,447,,,,,581,,,710,,924,,,,,,,,,,,,,,,,,,,,,,,,
01091,2020-11-09,COVIDhub-ensemble,2020-11-02,,9,,20,,,35,,,,,49,,,,,60,,,68,,85,,,,,,,,,,,,,,,,,,,,,,,,
01091,2020-11-16,COVIDhub-ensemble,2020-11-02,,1,,15,,,31,,,,,50,,,,,60,,,72,,100,,,,,,,,,,,,,,,,,,,,,,,,
01091,2020-11-23,COVIDhub-ensemble,2020-11-02,,1,,14,,,24,,,,,45,,,,,61,,,74,,103,,,,,,,,,,,,,,,,,,,,,,,,
01091,2020-11-30,COVIDhub-ensemble,2020-11-02,,1,,10,,,27,,,,,43,,,,,62,,,79,,100,,,,,,,,,,,,,,,,,,,,,,,,
01093,2020-11-09,COVIDhub-ensemble,2020-11-02,,13,,22,,,34,,,,,45,,,,,55,,,67,,85,,,,,,,,,,,,,,,,,,,,,,,,
01093,2020-11-16,COVIDhub-ensemble,2020-11-02,,12,,23,,,31,,,,,46,,,,,65,,,81,,91,,,,,,,,,,,,,,,,,,,,,,,,
01093,2020-11-23,COVIDhub-ensemble,2020-11-02,,13,,23,,,30,,,,,46,,,,,70,,,82,,97,,,,,,,,,,,,,,,,,,,,,,,,
01093,2020-11-30,COVIDhub-ensemble,2020-11-02,,9,,17,,,27,,,,,46,,,,,70,,,83,,108,,,,,,,,,,,,,,,,,,,,,,,,
01095,2020-11-09,COVIDhub-ensemble,2020-11-02,,96,,120,,,135,,,,,156,,,,,187,,,215,,253,,,,,,,,,,,,,,,,,,,,,,,,
01095,2020-11-16,COVIDhub-ensemble,2020-11-02,,78,,94,,,123,,,,,176,,,,,237,,,266,,288,,,,,,,,,,,,,,,,,,,,,,,,
01095,2020-11-23,COVIDhub-ensemble,2020-11-02,,64,,87,,,120,,,,,166,,,,,247,,,274,,307,,,,,,,,,,,,,,,,,,,,,,,,
01095,2020-11-30,COVIDhub-ensemble,2020-11-02,,54,,84,,,116,,,,,175,,,,,251,,,279,,308,,,,,,,,,,,,,,,,,,,,,,,,
01097,2020-11-09,COVIDhub-ensemble,2020-11-02,,220,,305,,,398,,,,,481,,,,,643,,,903,,1514,,,,,,,,,,,,,,,,,,,,,,,,
01097,2020-11-16,COVIDhub-ensemble,2020-11-02,,167,,333,,,458,,,,,614,,,,,797,,,1206,,1446,,,,,,,,,,,,,,,,,,,,,,,,
01097,2020-11-23,COVIDhub-ensemble,2020-11-02,,216,,329,,,461,,,,,615,,,,,870,,,1252,,2042,,,,,,,,,,,,,,,,,,,,,,,,
01097,2020-11-30,COVIDhub-ensemble,2020-11-02,,194,,309,,,445,,,,,645,,,,,957,,,1326,,2549,,,,,,,,,,,,,,,,,,,,,,,,
01099,2020-11-09,COVIDhub-ensemble,2020-11-02,,2,,9,,,17,,,,,21,,,,,25,,,30,,34,,,,,,,,,,,,,,,,,,,,,,,,
01099,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,5,,,14,,,,,22,,,,,34,,,43,,53,,,,,,,,,,,,,,,,,,,,,,,,
01099,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,1,,,11,,,,,22,,,,,39,,,47,,54,,,,,,,,,,,,,,,,,,,,,,,,
01099,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,2,,,12,,,,,22,,,,,40,,,45,,52,,,,,,,,,,,,,,,,,,,,,,,,
01101,2020-11-09,COVIDhub-ensemble,2020-11-02,,269,,331,,,392,,,,,497,,,,,592,,,678,,763,,,,,,,,,,,,,,,,,,,,,,,,
01101,2020-11-16,COVIDhub-ensemble,2020-11-02,,235,,266,,,348,,,,,529,,,,,640,,,748,,926,,,,,,,,,,,,,,,,,,,,,,,,
01101,2020-11-23,COVIDhub-ensemble,2020-11-02,,187,,227,,,326,,,,,525,,,,,652,,,813,,1000,,,,,,,,,,,,,,,,,,,,,,,,
01101,2020-11-30,COVIDhub-ensemble,2020-11-02,,148,,206,,,324,,,,,536,,,,,665,,,820,,1093,,,,,,,,,,,,,,,,,,,,,,,,
01103,2020-11-09,COVIDhub-ensemble,2020-11-02,,219,,240,,,261,,,,,332,,,,,356,,,407,,461,,,,,,,,,,,,,,,,,,,,,,,,
01103,2020-11-16,COVIDhub-ensemble,2020-11-02,,193,,218,,,248,,,,,330,,,,,382,,,443,,509,,,,,,,,,,,,,,,,,,,,,,,,
01103,2020-11-23,COVIDhub-ensemble,2020-11-02,,153,,204,,,240,,,,,333,,,,,402,,,468,,546,,,,,,,,,,,,,,,,,,,,,,,,
01103,2020-11-30,COVIDhub-ensemble,2020-11-02,,119,,200,,,233,,,,,338,,,,,419,,,497,,587,,,,,,,,,,,,,,,,,,,,,,,,
01105,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,2,,,6,,,,,13,,,,,20,,,26,,32,,,,,,,,,,,,,,,,,,,,,,,,
01105,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,12,,,,,25,,,37,,47,,,,,,,,,,,,,,,,,,,,,,,,
01105,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,11,,,,,22,,,26,,32,,,,,,,,,,,,,,,,,,,,,,,,
01105,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,11,,,,,18,,,20,,23,,,,,,,,,,,,,,,,,,,,,,,,
01107,2020-11-09,COVIDhub-ensemble,2020-11-02,,30,,37,,,54,,,,,69,,,,,74,,,85,,102,,,,,,,,,,,,,,,,,,,,,,,,
01107,2020-11-16,COVIDhub-ensemble,2020-11-02,,25,,31,,,50,,,,,69,,,,,81,,,94,,110,,,,,,,,,,,,,,,,,,,,,,,,
01107,2020-11-23,COVIDhub-ensemble,2020-11-02,,18,,27,,,50,,,,,67,,,,,84,,,100,,120,,,,,,,,,,,,,,,,,,,,,,,,
01107,2020-11-30,COVIDhub-ensemble,2020-11-02,,10,,24,,,47,,,,,67,,,,,87,,,105,,127,,,,,,,,,,,,,,,,,,,,,,,,
01109,2020-11-09,COVIDhub-ensemble,2020-11-02,,11,,21,,,33,,,,,44,,,,,50,,,62,,88,,,,,,,,,,,,,,,,,,,,,,,,
01109,2020-11-16,COVIDhub-ensemble,2020-11-02,,9,,17,,,30,,,,,43,,,,,54,,,63,,90,,,,,,,,,,,,,,,,,,,,,,,,
01109,2020-11-23,COVIDhub-ensemble,2020-11-02,,9,,18,,,27,,,,,43,,,,,53,,,62,,84,,,,,,,,,,,,,,,,,,,,,,,,
01109,2020-11-30,COVIDhub-ensemble,2020-11-02,,9,,19,,,28,,,,,42,,,,,54,,,62,,83,,,,,,,,,,,,,,,,,,,,,,,,
01111,2020-11-09,COVIDhub-ensemble,2020-11-02,,13,,25,,,32,,,,,36,,,,,47,,,55,,82,,,,,,,,,,,,,,,,,,,,,,,,
01111,2020-11-16,COVIDhub-ensemble,2020-11-02,,3,,10,,,24,,,,,37,,,,,49,,,64,,97,,,,,,,,,,,,,,,,,,,,,,,,
01111,2020-11-23,COVIDhub-ensemble,2020-11-02,,3,,10,,,22,,,,,37,,,,,51,,,72,,103,,,,,,,,,,,,,,,,,,,,,,,,
01111,2020-11-30,COVIDhub-ensemble,2020-11-02,,2,,10,,,23,,,,,37,,,,,53,,,74,,100,,,,,,,,,,,,,,,,,,,,,,,,
01113,2020-11-09,COVIDhub-ensemble,2020-11-02,,7,,23,,,44,,,,,58,,,,,78,,,107,,122,,,,,,,,,,,,,,,,,,,,,,,,
01113,2020-11-16,COVIDhub-ensemble,2020-11-02,,2,,19,,,38,,,,,62,,,,,90,,,116,,133,,,,,,,,,,,,,,,,,,,,,,,,
01113,2020-11-23,COVIDhub-ensemble,2020-11-02,,3,,19,,,37,,,,,60,,,,,94,,,113,,141,,,,,,,,,,,,,,,,,,,,,,,,
01113,2020-11-30,COVIDhub-ensemble,2020-11-02,,3,,16,,,31,,,,,60,,,,,102,,,132,,156,,,,,,,,,,,,,,,,,,,,,,,,
01115,2020-11-09,COVIDhub-ensemble,2020-11-02,,143,,216,,,236,,,,,262,,,,,280,,,310,,356,,,,,,,,,,,,,,,,,,,,,,,,
01115,2020-11-16,COVIDhub-ensemble,2020-11-02,,142,,179,,,227,,,,,269,,,,,297,,,333,,369,,,,,,,,,,,,,,,,,,,,,,,,
01115,2020-11-23,COVIDhub-ensemble,2020-11-02,,107,,146,,,221,,,,,272,,,,,308,,,346,,388,,,,,,,,,,,,,,,,,,,,,,,,
01115,2020-11-30,COVIDhub-ensemble,2020-11-02,,93,,121,,,212,,,,,273,,,,,315,,,368,,422,,,,,,,,,,,,,,,,,,,,,,,,
01117,2020-11-09,COVIDhub-ensemble,2020-11-02,,215,,304,,,340,,,,,407,,,,,427,,,467,,710,,,,,,,,,,,,,,,,,,,,,,,,
01117,2020-11-16,COVIDhub-ensemble,2020-11-02,,179,,239,,,305,,,,,385,,,,,436,,,507,,724,,,,,,,,,,,,,,,,,,,,,,,,
01117,2020-11-23,COVIDhub-ensemble,2020-11-02,,115,,193,,,289,,,,,378,,,,,457,,,548,,691,,,,,,,,,,,,,,,,,,,,,,,,
01117,2020-11-30,COVIDhub-ensemble,2020-11-02,,87,,180,,,265,,,,,378,,,,,475,,,574,,711,,,,,,,,,,,,,,,,,,,,,,,,
01119,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,3,,,,,11,,,,,20,,,27,,35,,,,,,,,,,,,,,,,,,,,,,,,
01119,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,12,,,,,22,,,29,,43,,,,,,,,,,,,,,,,,,,,,,,,
01119,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,13,,,,,21,,,32,,47,,,,,,,,,,,,,,,,,,,,,,,,
01119,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,12,,,,,18,,,22,,44,,,,,,,,,,,,,,,,,,,,,,,,
01121,2020-11-09,COVIDhub-ensemble,2020-11-02,,59,,99,,,127,,,,,140,,,,,157,,,173,,220,,,,,,,,,,,,,,,,,,,,,,,,
01121,2020-11-16,COVIDhub-ensemble,2020-11-02,,56,,91,,,115,,,,,140,,,,,164,,,187,,257,,,,,,,,,,,,,,,,,,,,,,,,
01121,2020-11-23,COVIDhub-ensemble,2020-11-02,,41,,69,,,107,,,,,139,,,,,170,,,190,,255,,,,,,,,,,,,,,,,,,,,,,,,
01121,2020-11-30,COVIDhub-ensemble,2020-11-02,,36,,65,,,96,,,,,139,,,,,176,,,206,,251,,,,,,,,,,,,,,,,,,,,,,,,
01123,2020-11-09,COVIDhub-ensemble,2020-11-02,,19,,51,,,57,,,,,73,,,,,83,,,88,,104,,,,,,,,,,,,,,,,,,,,,,,,
01123,2020-11-16,COVIDhub-ensemble,2020-11-02,,16,,40,,,52,,,,,70,,,,,81,,,91,,111,,,,,,,,,,,,,,,,,,,,,,,,
01123,2020-11-23,COVIDhub-ensemble,2020-11-02,,17,,35,,,50,,,,,65,,,,,78,,,90,,116,,,,,,,,,,,,,,,,,,,,,,,,
01123,2020-11-30,COVIDhub-ensemble,2020-11-02,,8,,28,,,46,,,,,68,,,,,83,,,94,,116,,,,,,,,,,,,,,,,,,,,,,,,
01125,2020-11-09,COVIDhub-ensemble,2020-11-02,,194,,305,,,380,,,,,438,,,,,524,,,603,,823,,,,,,,,,,,,,,,,,,,,,,,,
01125,2020-11-16,COVIDhub-ensemble,2020-11-02,,155,,276,,,362,,,,,418,,,,,541,,,655,,834,,,,,,,,,,,,,,,,,,,,,,,,
01125,2020-11-23,COVIDhub-ensemble,2020-11-02,,132,,241,,,322,,,,,419,,,,,583,,,763,,1010,,,,,,,,,,,,,,,,,,,,,,,,
01125,2020-11-30,COVIDhub-ensemble,2020-11-02,,91,,212,,,312,,,,,397,,,,,614,,,850,,1146,,,,,,,,,,,,,,,,,,,,,,,,
01127,2020-11-09,COVIDhub-ensemble,2020-11-02,,100,,133,,,141,,,,,155,,,,,186,,,205,,228,,,,,,,,,,,,,,,,,,,,,,,,
01127,2020-11-16,COVIDhub-ensemble,2020-11-02,,88,,111,,,127,,,,,178,,,,,204,,,233,,268,,,,,,,,,,,,,,,,,,,,,,,,
01127,2020-11-23,COVIDhub-ensemble,2020-11-02,,64,,94,,,127,,,,,179,,,,,211,,,241,,278,,,,,,,,,,,,,,,,,,,,,,,,
01127,2020-11-30,COVIDhub-ensemble,2020-11-02,,51,,87,,,123,,,,,182,,,,,219,,,255,,296,,,,,,,,,,,,,,,,,,,,,,,,
01129,2020-11-09,COVIDhub-ensemble,2020-11-02,,6,,8,,,12,,,,,24,,,,,42,,,57,,90,,,,,,,,,,,,,,,,,,,,,,,,
01129,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,2,,,11,,,,,24,,,,,50,,,71,,130,,,,,,,,,,,,,,,,,,,,,,,,
01129,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,2,,,6,,,,,27,,,,,51,,,82,,137,,,,,,,,,,,,,,,,,,,,,,,,
01129,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,2,,,6,,,,,26,,,,,54,,,96,,147,,,,,,,,,,,,,,,,,,,,,,,,
01131,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,2,,,3,,,,,7,,,,,12,,,16,,19,,,,,,,,,,,,,,,,,,,,,,,,
01131,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,6,,,,,11,,,14,,17,,,,,,,,,,,,,,,,,,,,,,,,
01131,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,7,,,,,11,,,13,,16,,,,,,,,,,,,,,,,,,,,,,,,
01131,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,7,,,,,13,,,16,,20,,,,,,,,,,,,,,,,,,,,,,,,
01133,2020-11-09,COVIDhub-ensemble,2020-11-02,,13,,20,,,32,,,,,42,,,,,65,,,70,,80,,,,,,,,,,,,,,,,,,,,,,,,
01133,2020-11-16,COVIDhub-ensemble,2020-11-02,,2,,11,,,25,,,,,42,,,,,61,,,75,,91,,,,,,,,,,,,,,,,,,,,,,,,
01133,2020-11-23,COVIDhub-ensemble,2020-11-02,,2,,10,,,22,,,,,41,,,,,63,,,82,,103,,,,,,,,,,,,,,,,,,,,,,,,
01133,2020-11-30,COVIDhub-ensemble,2020-11-02,,2,,10,,,23,,,,,42,,,,,66,,,87,,112,,,,,,,,,,,,,,,,,,,,,,,,
02,2020-11-09,COVIDhub-ensemble,2020-11-02,,1725,,2091,,,2406,,,,,2678,,,,,2789,,,2926,,3264,,2,2,3,4,5,5,6,6,7,7,8,9,10,11,11,12,13,13,14,15,16,18,19
02,2020-11-16,COVIDhub-ensemble,2020-11-02,,1964,,2140,,,2439,,,,,2830,,,,,3221,,,3546,,3704,,2,2,3,5,6,7,7,8,8,8,10,10,12,13,14,15,16,16,16,18,20,22,25
02,2020-11-23,COVIDhub-ensemble,2020-11-02,,1910,,2252,,,2540,,,,,2878,,,,,3416,,,3607,,3931,,2,3,5,6,6,7,8,8,8,10,10,11,13,14,15,16,16,17,17,19,22,25,28
02,2020-11-30,COVIDhub-ensemble,2020-11-02,,1870,,2252,,,2632,,,,,3003,,,,,3326,,,3557,,4295,,2,2,4,6,7,7,8,9,10,11,11,12,13,14,15,17,17,18,20,21,24,28,33
02013,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,
02013,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,
02013,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,2,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,
02013,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,2,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,
02016,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,2,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,
02016,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,2,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,
02016,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,2,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,
02016,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,3,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,
02020,2020-11-09,COVIDhub-ensemble,2020-11-02,,952,,1093,,,1264,,,,,1393,,,,,1636,,,1778,,1997,,,,,,,,,,,,,,,,,,,,,,,,
02020,2020-11-16,COVIDhub-ensemble,2020-11-02,,853,,1047,,,1198,,,,,1566,,,,,1975,,,2321,,2667,,,,,,,,,,,,,,,,,,,,,,,,
02020,2020-11-23,COVIDhub-ensemble,2020-11-02,,729,,1046,,,1186,,,,,1695,,,,,2270,,,2778,,3394,,,,,,,,,,,,,,,,,,,,,,,,
02020,2020-11-30,COVIDhub-ensemble,2020-11-02,,736,,998,,,1193,,,,,1602,,,,,2205,,,2800,,3344,,,,,,,,,,,,,,,,,,,,,,,,
02050,2020-11-09,COVIDhub-ensemble,2020-11-02,,35,,59,,,82,,,,,105,,,,,132,,,154,,176,,,,,,,,,,,,,,,,,,,,,,,,
